124837,all,31
124906,all,4
125563,all,3
125581,all,19
125899,all,1
125935,all,4
127018,all,533
127693,all,2
128749,all,20
129166,all,0
129257,all,78
130168,all,3
130397,all,102
130408,all,16
131934,all,0
132051,all,14
132570,all,68
132849,all,55
133659,all,23
134336,all,409
134391,all,70
134469,all,63
134676,all,4
135033,all,12
135831,all,1
135921,all,3
135963,all,2
136017,all,1
136034,all,0
136956,all,5
137136,all,246
138840,all,18
140181,all,0
140250,all,21
141207,all,22
141885,all,1
142104,all,0
142418,all,417
142422,all,5
142614,all,10
142782,all,8
142842,all,7
143196,all,0
143867,all,23
144273,all,1
144420,all,242
144954,all,1
146679,all,47
146967,all,43
147255,all,2
147390,all,7
147420,all,357
148272,all,17
148569,all,42
148668,all,21
149598,all,9
149832,all,36
149943,all,5
149961,all,417
150126,all,35
150528,all,9
151025,all,339
151739,all,376
151776,all,1115
152439,all,0
152949,all,26
153591,all,7
154815,all,0
157848,all,3
158171,all,18
160626,all,1
161205,all,0
161238,all,74
161340,all,10
161378,all,1222
161556,all,4
161685,all,1
161850,all,1
162006,all,10
162744,all,1
163290,all,4
165345,all,83
166167,all,12
166581,all,0
167001,all,2
167715,all,222
167931,all,3
168348,all,52
197,5,33
197,3,23
197,1,17
197,4,23
197,2,2
300,3,28
300,4,39
300,1,6
300,5,46
300,2,40
727,4,3
727,2,1
727,3,0
727,1,0
727,5,3
3435,5,156
3435,3,249
3435,4,353
3435,1,245
3435,2,101
3654,4,0
3654,1,5
3654,5,2
3654,2,3
3654,3,0
4044,3,1
4044,5,0
4044,1,0
4044,4,1
4044,2,0
5141,5,28
5141,4,70
5141,2,7
5141,1,13
5141,3,12
6572,3,1
6572,4,9
6572,1,0
6572,2,0
6572,5,1
7716,2,0
7716,3,4
7716,5,3
7716,4,29
7716,1,3
9089,3,0
9089,1,0
9089,2,0
9089,4,0
9089,5,0
9425,3,0
9425,4,7
9425,5,0
9425,1,0
9425,2,2
9827,2,0
9827,3,0
9827,4,1
9827,5,0
9827,1,1
10325,4,1
10325,2,1
10325,3,2
10325,5,2
10325,1,0
11068,2,2
11068,1,2
11068,5,9
11068,4,30
11068,3,0
11447,5,14
11447,1,2
11447,2,1
11447,3,0
11447,4,25
11534,3,4
11534,5,0
11534,1,13
11534,4,47
11534,2,0
12104,5,0
12104,4,0
12104,3,0
12485,2,2
12485,3,0
12485,5,1
12485,4,5
12485,1,1
12659,2,0
12659,3,0
12659,4,11
12659,5,0
12659,1,1
13112,3,10
13112,4,26
13112,2,14
13112,1,18
13112,5,20
13282,1,28
13282,5,5
13282,3,80
13282,2,12
13282,4,33
14207,1,7
14207,4,13
14207,3,4
14207,2,6
14207,5,6
14663,2,68
14663,1,82
14663,5,71
14663,4,82
14663,3,120
15170,2,2
15170,5,1
15170,3,8
15170,1,2
15170,4,14
15191,3,33
15191,5,22
15191,2,9
15191,1,36
15191,4,34
15200,3,6
15200,4,2
15200,5,5
15200,2,1
15200,1,2
15257,3,2
15257,2,2
15257,4,0
15257,5,0
15257,1,0
15413,2,0
15413,5,0
15413,1,0
15413,4,0
15413,3,0
16235,3,0
16235,4,0
16235,5,0
16235,1,0
16235,2,0
16241,5,18
16241,2,11
16241,1,9
16241,4,47
16241,3,30
16434,5,0
16434,4,0
16434,2,0
16434,1,0
16434,3,0
17199,4,0
17199,5,0
17199,1,0
17199,2,0
17199,3,0
17946,3,0
17946,2,0
17946,4,0
17946,5,1
17946,1,0
18030,1,28
18030,5,23
18030,3,23
18030,2,12
18030,4,7
18435,1,1
18435,4,5
18435,3,6
18435,5,1
18435,2,0
19869,5,5
19869,1,0
19869,3,1
19869,2,1
19869,4,2
19914,4,4
19914,2,2
19914,3,1
19914,1,0
19914,5,1
20499,2,0
20499,1,0
20499,4,1
20499,3,0
20499,5,0
21399,5,4
21399,3,1
21399,1,24
21399,4,62
21399,2,14
21570,3,0
21570,4,1
21570,1,0
21570,5,0
21570,2,1
22108,4,8
22108,1,13
22108,5,19
22108,2,9
22108,3,13
22282,5,1
22282,4,9
22282,3,0
22282,2,0
22282,1,2
23160,1,0
23160,2,0
23160,5,0
23160,3,0
23160,4,0
23571,1,0
23571,3,0
23571,5,0
23571,4,0
23571,2,0
23799,3,0
23799,2,0
23799,5,0
23799,1,0
23799,4,3
24018,1,0
24018,4,0
24018,5,0
24018,3,0
24018,2,0
24528,4,23
24528,1,17
24528,3,8
24528,2,35
24528,5,30
24867,3,0
24867,1,0
24867,2,0
24867,4,0
24867,5,0
25455,2,1
25455,3,0
25455,4,0
25455,1,0
25455,5,0
25839,4,9
25839,3,2
25839,5,1
25839,2,0
25839,1,2
26115,5,0
26115,1,0
26115,2,0
26115,3,0
26115,4,0
26427,2,0
26427,3,0
26427,1,0
26427,5,1
26427,4,5
27195,5,3
27195,2,3
27195,1,1
27195,4,27
27195,3,0
27462,5,9
27462,3,11
27462,2,3
27462,1,2
27462,4,3
28810,1,7
28810,4,11
28810,3,0
28810,5,4
28810,2,4
28881,3,0
28881,5,0
28881,2,0
28881,4,0
28881,1,0
28887,3,3
28887,2,7
28887,5,19
28887,1,4
28887,4,10
30087,4,0
30087,3,0
30087,1,0
30087,5,0
30087,2,0
30174,4,0
30174,5,0
30174,1,0
30174,2,0
30174,3,0
31275,2,0
31275,1,0
31275,5,0
31275,4,0
31275,3,0
31299,5,17
31299,2,11
31299,4,26
31299,3,3
31299,1,3
31344,4,8
31344,1,2
31344,5,5
31344,3,7
31344,2,5
31491,2,2
31491,3,3
31491,5,1
31491,1,7
31491,4,5
32340,3,0
32340,5,0
32340,1,0
32340,4,0
32340,2,3
32439,4,0
32439,3,0
32439,5,0
32439,2,0
32439,1,0
32715,2,0
32715,5,0
32715,4,1
32715,3,0
32754,1,0
32754,3,0
32754,4,25
32754,2,3
32754,5,0
32782,5,1
32782,2,6
32782,1,0
32782,3,0
32782,4,2
32869,2,2
32869,3,10
32869,1,3
32869,5,3
32869,4,26
33166,1,4
33166,2,0
33166,3,2
33166,4,10
33166,5,3
33172,3,36
33172,4,70
33172,2,11
33172,1,17
33172,5,89
33388,2,0
33388,5,1
33388,3,0
33388,4,0
33388,1,0
33796,2,0
33796,1,0
33796,4,0
33796,3,0
33796,5,0
35134,5,10
35134,3,11
35134,1,2
35134,4,24
35134,2,0
35299,4,187
35299,3,85
35299,2,21
35299,5,100
35299,1,83
35911,1,0
35911,5,2
35911,3,0
35911,2,1
35911,4,1
36046,1,0
36046,2,3
36046,3,1
36046,4,4
36046,5,3
36223,1,0
36223,3,0
36223,5,0
36223,2,0
36223,4,0
37060,2,39
37060,1,128
37060,5,175
37060,4,166
37060,3,255
37645,4,140
37645,1,53
37645,2,45
37645,5,35
37645,3,72
38095,4,0
38095,2,0
38095,3,0
38095,1,0
38095,5,2
38581,5,0
38581,4,2
38581,1,0
38581,2,1
38581,3,2
39412,1,3
39412,2,1
39412,5,1
39412,3,1
39412,4,0
39436,1,0
39436,5,5
39436,2,1
39436,3,1
39436,4,19
41158,1,10
41158,3,4
41158,2,0
41158,4,28
41158,5,1
41590,2,0
41590,3,0
41590,1,0
41590,5,2
41590,4,3
41655,3,193
41655,1,77
41655,4,330
41655,2,232
41655,5,275
42004,3,0
42004,5,0
42004,4,0
42004,1,0
42004,2,0
42093,2,0
42093,1,1
42093,5,0
42093,4,82
42093,3,14
42301,2,2
42301,1,0
42301,4,5
42301,3,0
42301,5,0
43162,2,0
43162,5,0
43162,4,0
43162,1,0
43429,2,5
43429,3,5
43429,5,0
43429,1,1
43429,4,7
44815,4,0
44815,2,0
44815,5,0
44815,1,0
44815,3,0
47623,2,0
47623,5,0
47623,4,1
47623,3,0
47623,1,0
49732,3,0
49732,4,0
49732,5,0
49732,1,0
50470,2,0
50470,3,0
50470,5,0
50470,4,0
50470,1,0
50485,3,2
50485,5,0
50485,4,2
50485,1,0
50485,2,1
50887,1,76
50887,4,205
50887,2,56
50887,5,95
50887,3,80
51007,4,0
51007,1,0
51007,5,0
51007,2,0
51007,3,1
51412,4,3
51412,1,5
51412,3,5
51412,2,0
51412,5,2
52372,3,0
52372,1,0
52372,5,0
52372,2,0
52372,4,0
52381,1,0
52381,3,0
52381,5,0
52381,2,0
52381,4,0
52564,4,10
52564,2,7
52564,1,7
52564,5,10
52564,3,6
53350,4,69
53350,2,42
53350,5,9
53350,3,33
53350,1,72
53830,1,2
53830,3,1
53830,5,0
53830,2,0
53830,4,1
54388,2,18
54388,3,39
54388,5,83
54388,4,107
54388,1,37
54661,5,0
54661,2,0
54661,1,0
54661,4,1
54661,3,0
54886,5,3
54886,1,0
54886,4,0
54886,3,3
54886,2,2
55159,2,4
55159,5,5
55159,1,5
55159,3,1
55159,4,6
55608,2,0
55608,1,0
55608,4,8
55608,3,5
55608,5,1
55750,2,0
55750,3,0
55750,1,0
55750,5,2
55750,4,0
57079,1,0
57886,3,7
57886,5,34
57886,1,5
57886,2,14
57886,4,36
58552,2,77
58552,4,134
58552,1,326
58552,3,364
58552,5,164
58630,2,0
58630,1,1
58630,3,1
58630,5,0
58630,4,0
59548,5,0
59548,3,0
59548,1,0
59548,2,0
59548,4,0
59590,5,0
59590,3,0
59590,1,0
59590,2,0
59590,4,1
59596,4,0
59596,3,0
59596,1,0
59596,2,0
59596,5,0
60163,2,38
60163,5,76
60163,1,47
60163,4,63
60163,3,111
60604,5,0
60604,4,1
60604,1,0
60604,3,0
60604,2,0
61102,2,0
61102,1,0
61102,4,0
61102,3,0
61102,5,1
61143,4,2
61143,2,0
61143,1,0
61143,5,0
61143,3,2
61285,3,22
61285,5,31
61285,1,22
61285,4,39
61285,2,16
61294,2,0
61294,1,0
61294,3,0
61294,4,0
61294,5,0
61390,5,1
61390,4,6
61390,1,2
61390,3,2
61390,2,1
61695,2,2
61695,5,18
61695,1,2
61695,3,7
61695,4,16
62127,5,2
62127,2,5
62127,1,0
62127,4,9
62127,3,0
62623,3,20
62623,4,4
62623,1,6
62623,5,28
62623,2,3
62940,2,1
62940,3,5
62940,1,0
62940,5,12
62940,4,28
64381,1,4
64381,5,4
64381,3,17
64381,2,29
64381,4,33
64477,5,0
64477,1,0
64477,3,0
64477,2,0
64477,4,0
64768,5,0
64768,3,1
64768,2,1
64768,1,0
64768,4,4
65023,2,0
65023,4,0
65023,3,0
65023,5,0
65236,1,0
65236,2,0
65236,3,1
65236,5,0
65236,4,1
65271,5,0
65271,3,0
65271,1,0
65271,4,1
65271,2,0
65593,2,0
65593,5,3
65593,1,1
65593,4,6
65593,3,12
65713,4,20
65713,3,11
65713,2,16
65713,1,16
65713,5,37
65836,4,2
65836,2,0
65836,5,1
65836,3,0
65836,1,0
66220,2,0
66220,4,1
66220,5,0
66220,1,0
66220,3,0
66811,2,1
66811,4,0
66811,1,0
66811,3,0
66811,5,0
67435,4,0
67435,1,3
67435,3,3
67435,5,0
67435,2,2
67936,5,155
67936,4,178
67936,2,153
67936,3,149
67936,1,128
68077,4,94
68077,1,62
68077,2,80
68077,5,51
68077,3,34
68795,2,13
68795,1,46
68795,4,37
68795,5,59
68795,3,36
70012,3,0
70012,5,0
70012,1,0
70012,4,0
70012,2,3
70270,5,0
70270,4,0
70270,1,0
70270,2,0
70270,3,0
70444,1,0
70444,2,0
70444,3,0
70444,4,0
70444,5,0
70810,4,2
70810,1,0
70810,5,1
70810,3,1
70810,2,2
71005,5,17
71005,1,8
71005,2,24
71005,4,18
71005,3,14
71275,4,4
71275,2,3
71275,1,9
71275,3,8
71275,5,0
71449,4,2
71449,2,0
71449,1,0
71449,5,1
71449,3,0
72136,4,18
72136,5,65
72136,1,31
72136,3,30
72136,2,17
72667,2,0
72667,5,0
72667,1,0
72667,3,1
72667,4,0
74794,4,0
74794,2,0
74794,1,0
74794,5,0
74794,3,0
75706,4,3
75706,2,0
75706,5,2
75706,1,0
75706,3,0
75742,1,0
75742,2,0
75742,5,0
75742,3,0
75742,4,0
75871,1,0
75871,5,0
75871,4,2
75871,3,1
75871,2,1
75949,5,0
75949,3,0
75949,2,0
75949,4,2
75949,1,0
77161,4,3
77161,5,0
77161,1,0
77161,3,0
77161,2,0
79531,3,0
79531,2,0
79531,5,0
79531,1,0
79531,4,1
79996,3,0
79996,1,0
79996,5,0
79996,2,4
79996,4,3
80062,4,6
80062,2,0
80062,5,0
80062,3,1
80062,1,1
80078,4,15
80078,1,3
80078,5,0
80078,2,1
80078,3,0
80251,3,0
80251,5,0
80251,2,0
80251,1,0
80251,4,0
80701,2,0
80701,3,0
80701,1,0
80701,5,0
80701,4,0
81034,3,0
81034,1,0
81034,2,0
81034,5,1
81034,4,0
81196,1,0
81196,5,0
81196,2,0
81196,3,1
81196,4,0
81229,2,0
81229,5,0
81229,1,0
81229,4,1
81229,3,0
81244,3,3
81244,4,3
81244,5,2
81244,1,1
81244,2,0
81520,4,12
81520,3,1
81520,5,0
81520,2,0
81520,1,0
82606,1,0
82606,5,0
82606,4,5
82606,3,3
82606,2,0
82840,4,2
82840,2,0
82840,5,0
82840,1,1
82840,3,0
82846,5,4
82846,4,6
82846,1,0
82846,3,0
82846,2,2
82894,4,0
82894,2,0
82894,3,0
82894,1,0
82894,5,0
83405,5,15
83405,4,42
83405,2,32
83405,3,116
83405,1,36
84923,2,45
84923,3,29
84923,1,28
84923,5,45
84923,4,39
85291,1,0
85291,5,0
85291,2,0
85291,3,0
85291,4,1
85339,5,0
85339,3,0
85339,2,0
85339,4,0
85339,1,0
85567,5,1
85567,2,0
85567,3,0
85567,4,2
85567,1,0
85852,5,0
85852,4,1
85852,2,0
85852,1,0
85852,3,0
86953,2,0
86953,1,0
86953,4,0
86953,5,0
86953,3,0
87277,4,0
87277,2,0
87277,5,0
87277,1,0
87277,3,0
88120,3,0
88120,4,1
88120,2,0
88120,1,0
88120,5,6
88489,4,0
88489,2,1
88489,3,0
88489,1,0
88489,5,0
89185,1,209
89185,4,231
89185,5,771
89185,3,193
89185,2,292
89362,2,0
89362,1,0
89362,4,0
89362,5,0
89362,3,0
90545,3,41
90545,4,99
90545,1,59
90545,2,84
90545,5,265
90904,1,0
90904,2,0
90904,3,0
90904,5,1
90904,4,1
92137,5,1
92137,4,2
92137,2,0
92137,3,1
92137,1,0
92188,4,8
92188,1,0
92188,2,0
92188,3,3
92188,5,0
92536,4,0
92536,1,0
92536,5,0
92536,2,0
92536,3,0
92542,4,5
92542,1,0
92542,5,0
92542,2,0
92542,3,0
93019,2,1
93019,5,0
93019,1,0
93019,3,4
93019,4,8
94666,4,1
94666,5,1
94666,1,2
94666,2,0
94666,3,4
95722,2,0
95722,1,0
95722,3,0
95722,5,0
95722,4,0
96025,5,0
96025,4,0
96025,2,0
96025,3,0
96025,1,0
96223,3,0
96223,1,0
96223,5,0
96223,2,0
96223,4,5
96283,5,0
96283,4,3
96283,3,0
96283,2,0
96283,1,0
99019,2,15
99019,1,22
99019,5,11
99019,4,32
99019,3,9
99049,4,0
99049,5,0
99049,3,0
99049,2,0
99049,1,0
99211,2,0
99211,3,0
99211,5,0
99211,1,0
99211,4,1
99376,3,5
99376,1,0
99376,5,8
99376,4,6
99376,2,4
99577,3,0
99577,4,15
99577,1,0
99577,2,1
99577,5,1
99802,3,21
99802,1,37
99802,5,15
99802,2,11
99802,4,45
99904,1,0
99904,5,0
99904,2,1
99904,4,0
99904,3,0
100267,5,33
100267,1,19
100267,3,22
100267,2,9
100267,4,8
100840,4,0
100840,5,0
100840,3,0
100840,2,0
101615,4,4
101615,1,0
101615,5,0
101615,3,0
101615,2,0
101896,3,0
101896,5,0
101896,4,0
101896,1,0
101896,2,0
102811,4,0
102811,3,0
102955,5,0
102955,2,0
102955,3,0
102955,1,0
102955,4,0
103198,5,0
103198,3,0
103198,2,0
103198,1,0
103198,4,1
103855,3,2
103855,5,1
103855,2,1
103855,4,1
103855,1,1
105436,2,6
105436,1,0
105436,4,16
105436,3,0
105436,5,3
105562,4,4
105562,2,0
105562,3,0
105562,1,0
105562,5,0
105613,3,1
105613,4,4
105613,1,0
105613,2,6
105613,5,0
105865,5,5
105865,3,3
105865,1,1
105865,4,7
105865,2,3
105932,1,0
105932,3,0
105932,2,6
105932,4,10
105932,5,0
106057,4,0
106057,3,0
106057,2,0
106057,5,0
106057,1,0
106714,4,10
106714,2,5
106714,1,2
106714,3,1
106714,5,0
107245,3,3
107245,2,1
107245,5,4
107245,1,1
107245,4,12
107446,4,23
107446,2,6
107446,5,10
107446,3,1
107446,1,1
108124,1,1
108124,2,0
108124,4,0
108124,5,0
108124,3,0
108475,3,0
108475,2,0
108475,4,0
108475,1,0
108475,5,0
110617,1,0
110617,4,0
110617,5,0
110617,3,0
110617,2,0
110680,4,5
110680,1,0
110680,5,2
110680,3,4
110680,2,0
110906,3,87
110906,5,82
110906,4,54
110906,1,30
110906,2,27
111017,4,0
111017,2,1
111017,3,2
111017,5,1
111017,1,0
111401,3,4
111401,1,2
111401,5,0
111401,2,0
111401,4,10
111406,5,4
111406,2,3
111406,1,19
111406,3,12
111406,4,13
112381,1,0
112381,3,0
112381,5,0
112381,2,0
112381,4,0
113465,5,0
113465,2,1
113465,4,3
113465,1,0
113465,3,0
113881,1,0
113881,4,0
113881,2,0
113881,3,0
113881,5,0
113929,2,0
113929,5,0
113929,4,3
113929,1,0
113929,3,0
114176,3,0
114811,1,0
114811,5,0
114811,2,0
114811,3,0
114811,4,0
115207,2,0
115207,4,0
115207,5,0
115207,1,0
115207,3,0
116248,2,3
116248,4,18
116248,1,0
116248,3,0
116248,5,0
116314,1,0
116314,2,0
116314,3,0
116314,4,0
116314,5,0
117691,5,0
117691,3,8
117691,1,0
117691,4,16
117691,2,2
117850,5,1
117850,1,0
117850,2,0
117850,3,0
117850,4,0
118234,3,0
118234,5,0
118234,1,0
118234,4,0
118234,2,0
118249,1,0
118249,5,0
118249,4,0
118249,3,0
118249,2,0
119041,5,6
119041,3,118
119041,2,0
119041,4,52
119041,1,33
119563,5,0
119563,2,0
119563,1,0
119563,3,0
119563,4,1
119596,4,0
119596,3,0
119596,2,0
119596,1,0
119596,5,2
120347,3,0
120347,1,1
120347,2,0
120347,4,0
120347,5,3
120586,2,0
120586,3,0
120586,4,0
120586,5,0
121597,1,1
121597,3,5
121597,2,0
121597,5,5
121597,4,0
121630,4,4
121630,2,0
121630,1,0
121630,3,1
121630,5,0
123628,5,0
123628,4,34
123628,1,2
123628,2,4
123628,3,2
123928,5,14
123928,2,3
123928,1,9
123928,4,6
123928,3,5
124111,4,7
124111,3,2
124111,1,0
124111,2,0
124111,5,1
124666,3,0
124666,2,0
124666,5,0
124666,1,0
124666,4,5
124837,4,14
124837,2,1
124837,1,2
124837,3,13
124837,5,1
124906,2,0
124906,3,0
124906,5,0
124906,1,0
124906,4,4
125563,1,0
125563,3,0
125563,4,2
125563,2,0
125563,5,1
125581,3,7
125581,1,3
125581,5,2
125581,4,3
125581,2,4
125899,2,0
125899,3,0
125899,4,1
125899,5,0
125899,1,0
125935,1,0
125935,5,1
125935,3,0
125935,2,1
125935,4,2
127018,1,43
127018,5,307
127018,2,12
127018,3,75
127018,4,96
127693,5,0
127693,1,0
127693,4,2
127693,2,0
127693,3,0
128749,1,1
128749,4,9
128749,3,2
128749,2,5
128749,5,3
129166,3,0
129166,4,0
129166,2,0
129166,1,0
129166,5,0
129257,5,20
129257,1,15
129257,2,13
129257,3,20
129257,4,10
130168,2,0
130168,5,0
130168,1,0
130168,3,0
130168,4,3
130397,4,10
130397,1,9
130397,5,58
130397,3,21
130397,2,4
130408,4,1
130408,5,0
130408,1,0
130408,2,1
130408,3,14
131934,2,0
131934,5,0
131934,3,0
131934,4,0
131934,1,0
132051,4,1
132051,1,3
132051,5,2
132051,3,4
132051,2,4
132570,1,3
132570,2,65
132570,5,0
132570,3,0
132570,4,0
132849,5,9
132849,2,14
132849,1,5
132849,4,23
132849,3,4
133659,2,1
133659,3,0
133659,5,1
133659,4,16
133659,1,5
134336,5,70
134336,3,144
134336,1,61
134336,4,70
134336,2,64
134391,2,0
134391,5,9
134391,1,3
134391,3,15
134391,4,43
134469,2,9
134469,4,22
134469,1,5
134469,5,18
134469,3,9
134676,5,0
134676,4,3
134676,3,1
134676,2,0
134676,1,0
135033,5,0
135033,1,0
135033,4,8
135033,3,1
135033,2,3
135831,4,1
135831,2,0
135831,5,0
135831,3,0
135831,1,0
135921,1,0
135921,2,0
135921,3,0
135921,5,0
135921,4,3
135963,2,2
135963,1,0
135963,5,0
135963,3,0
135963,4,0
136017,2,0
136017,5,0
136017,3,0
136017,4,1
136017,1,0
136034,2,0
136034,5,0
136034,1,0
136034,4,0
136034,3,0
136956,1,0
136956,2,0
136956,5,1
136956,3,3
136956,4,1
137136,2,28
137136,5,73
137136,3,43
137136,4,69
137136,1,33
138840,3,12
138840,2,0
138840,4,4
138840,5,1
138840,1,1
140181,4,0
140181,1,0
140181,5,0
140181,3,0
140181,2,0
140250,1,3
140250,3,8
140250,2,1
140250,4,8
140250,5,1
141207,3,0
141207,5,3
141207,1,2
141207,4,14
141207,2,3
141885,3,0
141885,1,0
141885,4,1
141885,2,0
141885,5,0
142104,4,0
142104,1,0
142104,3,0
142104,5,0
142104,2,0
142418,3,108
142418,4,43
142418,1,128
142418,5,75
142418,2,63
142422,1,0
142422,5,0
142422,4,3
142422,2,2
142422,3,0
142614,2,9
142614,5,0
142614,4,0
142614,1,1
142614,3,0
142782,5,0
142782,3,6
142782,1,0
142782,2,0
142782,4,2
142842,5,0
142842,1,0
142842,3,0
142842,2,0
142842,4,7
143196,4,0
143196,5,0
143196,2,0
143196,3,0
143196,1,0
143867,2,0
143867,5,0
143867,3,0
143867,4,23
143867,1,0
144273,2,0
144273,1,0
144273,5,0
144273,3,0
144273,4,1
144420,5,46
144420,4,52
144420,3,58
144420,2,38
144420,1,48
144954,1,0
144954,4,1
144954,2,0
144954,3,0
144954,5,0
146679,1,2
146679,5,2
146679,4,21
146679,3,17
146679,2,5
146967,1,4
146967,3,0
146967,5,17
146967,2,4
146967,4,18
147255,4,2
147255,3,0
147255,5,0
147255,2,0
147255,1,0
147390,5,0
147390,1,0
147390,3,1
147390,4,4
147390,2,2
147420,2,30
147420,4,35
147420,1,53
147420,5,28
147420,3,211
148272,3,1
148272,5,6
148272,2,4
148272,1,4
148272,4,2
148569,5,0
148569,4,31
148569,2,1
148569,1,2
148569,3,8
148668,5,4
148668,2,4
148668,1,1
148668,4,10
148668,3,2
149598,4,4
149598,3,0
149598,1,0
149598,2,2
149598,5,3
149832,2,6
149832,3,2
149832,5,12
149832,4,11
149832,1,5
149943,4,1
149943,3,0
149943,1,0
149943,2,0
149943,5,4
149961,1,67
149961,3,78
149961,2,38
149961,4,129
149961,5,105
150126,5,0
150126,4,20
150126,2,9
150126,3,5
150126,1,1
150528,2,0
150528,5,0
150528,1,0
150528,3,2
150528,4,7
151025,1,100
151025,4,74
151025,2,38
151025,3,66
151025,5,61
151739,5,90
151739,2,83
151739,3,57
151739,1,31
151739,4,115
151776,4,48
151776,3,199
151776,2,219
151776,5,247
151776,1,402
152439,5,0
152439,3,0
152439,1,0
152439,4,0
152439,2,0
152949,3,11
152949,4,10
152949,5,1
152949,2,0
152949,1,4
153591,3,2
153591,2,0
153591,1,0
153591,4,0
153591,5,5
154815,5,0
154815,3,0
154815,2,0
154815,1,0
154815,4,0
157848,5,1
157848,4,0
157848,2,0
157848,3,1
157848,1,1
158171,2,3
158171,1,1
158171,3,0
158171,4,13
158171,5,1
160626,1,0
160626,2,0
160626,3,0
160626,5,0
160626,4,1
161205,3,0
161205,5,0
161205,1,0
161205,4,0
161205,2,0
161238,4,27
161238,2,16
161238,1,12
161238,5,9
161238,3,10
161340,1,0
161340,3,0
161340,5,1
161340,4,9
161340,2,0
161378,4,249
161378,2,256
161378,5,210
161378,3,269
161378,1,238
161556,3,1
161556,4,0
161556,1,0
161556,2,1
161556,5,2
161685,1,0
161685,2,0
161685,3,1
161685,5,0
161685,4,0
161850,5,0
161850,1,0
161850,3,0
161850,4,1
161850,2,0
162006,5,1
162006,4,3
162006,2,5
162006,1,0
162006,3,1
162744,1,0
162744,5,1
162744,4,0
162744,3,0
162744,2,0
163290,5,0
163290,1,0
163290,2,0
163290,3,4
163290,4,0
165345,4,25
165345,1,2
165345,5,31
