120586,all,22.53_32.98
75706,all,47.5_11.68
124906,all,46.97_83.8
161205,all,40.12_95.01
161685,all,44.25_15.77
138645,all,43.84_11.94
80251,all,45.35_89.5
84811,all,21.29_33.61
117691,all,40.15_11.34
109771,all,22.23_34.73
85291,all,20.85_30.73
146070,all,35.29_88.93
73531,all,43.15_11.65
94171,all,22.83_37.54
114811,all,43.67_87.45
102811,all,43.61_91.63
99211,all,43.18_92.78
91291,all,45.24_82.03
66811,all,46.7_86.63
111931,all,36.83_83.45
79531,all,43.72_89.49
137175,all,41.82_84.36
147255,all,45.38_82.43
164535,all,40.62_16.0
79996,all,23.5_32.77
36046,all,40.19_11.07
84556,all,43.25_11.79
26307,all,44.88_10.76
56806,all,41.97_86.13
105436,all,45.72_10.04
54886,all,44.13_91.12
26427,all,43.19_17.39
81196,all,43.38_10.44
30567,all,42.43_11.45
81356,all,43.38_10.45
162840,all,44.22_10.02
122476,all,34.37_90.35
138840,all,45.64_94.49
94156,all,38.69_71.07
102476,all,37.34_71.91
26667,all,43.63_10.79
47206,all,40.06_72.08
65836,all,17.56_8.61
53446,all,43.66_90.41
78476,all,41.88_11.85
33166,all,38.1_80.44
119596,all,44.31_11.42
30927,all,40.8_16.74
28887,all,15.23_8.64
17667,all,45.05_10.77
57886,all,44.53_11.57
107596,all,41.24_74.81
24867,all,47.47_91.36
55966,all,40.04_78.27
79276,all,41.69_10.2
150360,all,22.62_35.3
30087,all,46.53_83.52
142680,all,43.41_95.89
71356,all,43.29_92.09
58366,all,37.76_78.2
147705,all,41.09_11.75
150585,all,42.65_10.13
150905,all,20.74_31.06
125581,all,44.75_88.55
80701,all,44.03_95.8
145050,all,23.87_30.98
161850,all,45.94_80.73
126061,all,16.55_45.03
163290,all,21.93_32.76
140250,all,40.92_83.35
78541,all,44.39_90.61
132570,all,43.85_11.45
103261,all,40.89_88.89
91261,all,10.19_40.42
87181,all,43.39_95.16
112381,all,42.03_91.82
162875,all,42.49_84.93
131835,all,42.56_11.21
166875,all,40.37_15.31
35911,all,43.77_11.56
129166,all,47.85_80.07
96526,all,47.4_91.25
54511,all,40.58_86.26
144540,all,44.84_16.44
161340,all,22.34_35.64
42391,all,43.93_94.72
52711,all,43.77_17.4
126046,all,41.04_82.53
65271,all,44.47_81.73
59311,all,42.94_93.83
94046,all,43.86_16.15
57271,all,47.6_80.34
147420,all,47.63_93.73
47151,all,47.3_16.02
94366,all,38.83_74.87
123166,all,40.35_10.29
78286,all,46.85_87.69
55591,all,41.08_10.03
82606,all,45.54_95.22
111406,all,43.21_10.46
82846,all,15.14_9.05
149340,all,21.77_31.5
133980,all,36.69_80.64
120286,all,31.36_95.07
100126,all,45.03_95.87
62431,all,44.97_15.83
60391,all,42.29_70.27
141885,all,41.1_11.97
75871,all,43.65_86.15
88831,all,42.15_17.74
147390,all,42.61_10.2
65551,all,42.1_87.93
123871,all,23.07_32.36
124111,all,46.52_83.44
120271,all,46.25_95.95
154815,all,42.35_92.88
67936,all,38.25_81.73
11068,all,41.09_91.1
11108,all,46.5_10.74
114176,all,40.82_10.51
17392,all,44.5_17.5
23692,all,47.38_11.2
16632,all,37.34_71.17
99376,all,46.51_11.43
60096,all,44.59_16.83
165345,all,41.15_77.68
167265,all,41.58_71.99
119041,all,44.62_82.02
167715,all,21.6_31.69
144420,all,21.05_33.23
69106,all,42.4_88.4
61561,all,43.06_11.33
80611,all,46.04_11.83
123571,all,39.21_76.17
51346,all,41.63_85.05
105301,all,43.51_82.09
107446,all,31.39_94.18
76231,all,45.33_10.25
86311,all,22.99_30.04
83671,all,15.0_8.01
28174,all,43.68_11.14
24174,all,42.91_75.9
12659,all,45.48_11.7
62940,all,41.4_95.52
137136,all,42.68_95.27
9089,all,43.55_95.94
44580,all,37.27_72.73
105784,all,43.3_90.47
30574,all,41.51_10.45
9659,all,45.85_17.82
138576,all,40.51_82.26
9689,all,47.76_81.04
30654,all,45.52_89.12
53140,all,40.53_81.63
32754,all,15.4_8.72
16434,all,46.96_10.64
61540,all,17.23_8.44
37060,all,45.67_87.61
47340,all,43.78_91.38
14399,all,23.1_34.7
17574,all,47.57_15.99
59740,all,47.3_85.17
49540,all,43.96_15.36
90904,all,23.47_35.46
87064,all,22.88_33.2
17754,all,46.37_91.92
8879,all,42.89_15.33
10949,all,35.45_85.03
35700,all,32.91_85.52
167376,all,45.36_16.3
41860,all,40.27_81.58
19914,all,16.48_9.07
35740,all,40.41_80.99
16109,all,45.44_10.3
30174,all,39.14_73.28
13049,all,42.49_85.74
151536,all,47.93_16.2
135921,all,40.61_11.73
144561,all,41.83_11.49
146001,all,44.01_10.56
154641,all,36.83_77.4
156561,all,46.01_10.66
116809,all,43.9_91.37
112729,all,46.77_16.46
88489,all,23.13_31.27
160626,all,45.7_10.7
113209,all,36.32_71.52
109129,all,42.44_10.23
88969,all,45.02_85.92
113929,all,16.44_8.65
154386,all,45.51_11.67
118249,all,15.76_9.29
106249,all,43.38_90.43
147186,all,42.1_17.64
99049,all,45.88_11.12
71449,all,16.21_9.39
132051,all,39.81_83.56
151251,all,45.81_90.03
92314,all,20.76_35.1
108874,all,17.37_43.14
50485,all,47.62_11.15
84634,all,41.14_79.18
52645,all,16.74_8.69
161556,all,45.35_94.47
56845,all,45.96_11.04
81034,all,40.41_10.79
36565,all,46.46_89.77
118234,all,47.94_82.42
61285,all,41.39_87.86
106634,all,41.02_10.94
106714,all,44.06_11.36
164436,all,47.29_92.03
70474,all,47.2_95.73
47605,all,41.7_80.39
74794,all,44.04_87.74
49885,all,44.58_10.51
150516,all,45.01_10.09
37645,all,43.25_10.71
116314,all,42.44_79.05
134676,all,21.53_40.27
160181,all,46.63_10.52
140181,all,40.71_11.85
140661,all,11.97_44.64
166581,all,40.72_10.75
129499,all,10.33_43.98
93019,all,46.58_84.08
125899,all,46.57_93.89
162006,all,46.97_85.87
85339,all,47.6_82.06
138006,all,43.34_10.18
97819,all,47.17_93.56
77419,all,44.68_11.58
130699,all,22.15_35.3
164406,all,45.32_17.44
90619,all,34.9_81.9
123499,all,45.87_10.63
99019,all,42.41_10.54
135831,all,43.03_81.11
153591,all,41.91_81.45
164631,all,42.62_16.01
134391,all,40.35_15.0
116764,all,44.14_11.04
31299,all,41.21_93.19
104764,all,45.28_83.86
58630,all,42.72_90.52
50470,all,46.92_10.7
32439,all,43.9_11.25
113404,all,42.09_82.91
88924,all,35.65_89.36
34270,all,42.05_17.87
54790,all,40.65_15.43
17199,all,45.37_81.75
122044,all,45.67_93.03
46750,all,15.13_45.92
81244,all,45.66_84.26
21399,all,43.39_10.39
53110,all,43.06_85.66
38830,all,10.54_44.65
61390,all,44.05_95.61
20499,all,46.11_81.32
53350,all,47.33_10.91
26679,all,44.16_17.2
47230,all,42.21_11.05
45190,all,15.03_8.54
63670,all,41.93_88.2
59590,all,20.21_34.72
24679,all,39.57_72.77
156696,all,44.64_83.43
39190,all,41.5_10.58
70444,all,40.98_82.12
55750,all,40.95_85.92
25839,all,42.42_10.54
23799,all,44.96_11.16
16659,all,33.08_84.16
32019,all,39.38_81.39
53830,all,16.41_8.13
41590,all,41.61_72.49
128284,all,37.65_79.77
111964,all,43.59_15.65
108124,all,15.46_8.13
91804,all,45.61_11.13
26079,all,47.98_81.77
167001,all,16.62_8.8
116749,all,42.64_76.83
75949,all,21.35_35.65
113389,all,42.82_76.57
81229,all,47.13_83.34
122509,all,41.75_93.95
164346,all,33.02_95.74
164666,all,43.3_11.86
78349,all,41.31_11.65
111949,all,32.93_92.44
71389,all,39.25_72.55
128749,all,43.72_87.45
162171,all,45.93_10.08
131451,all,47.74_11.21
158171,all,45.08_11.24
167931,all,43.1_85.72
38095,all,47.02_10.28
40255,all,43.04_10.32
136956,all,40.42_88.65
44815,all,47.03_90.42
38695,all,35.33_94.79
102094,all,44.32_81.82
94414,all,37.52_83.77
131676,all,44.15_85.47
47335,all,40.83_16.53
61695,all,45.07_88.1
127534,all,10.81_47.39
82894,all,45.32_82.03
41655,all,37.67_78.8
143196,all,16.67_9.08
165981,all,15.35_9.44
164286,all,36.1_77.29
74479,all,45.58_10.9
151326,all,17.86_8.64
154911,all,44.42_10.36
167391,all,41.02_10.78
13064,all,39.46_75.52
11534,all,10.73_46.86
151776,all,41.79_83.55
8474,all,30.58_85.46
1765,all,42.17_11.58
31344,all,22.23_40.58
12104,all,43.12_88.14
24264,all,46.54_17.37
9574,all,40.34_74.83
5303,all,42.98_81.89
727,all,45.23_11.05
32484,all,44.68_82.58
30444,all,41.39_90.36
14714,all,43.77_82.19
22344,all,43.55_16.52
9754,all,40.98_80.26
103184,all,41.02_94.53
99904,all,46.99_86.8
134336,all,20.94_35.7
15584,all,39.75_77.43
9964,all,31.52_89.15
89009,all,37.17_83.0
77314,all,46.95_82.32
48025,all,31.04_80.8
19869,all,42.8_74.78
149961,all,44.07_10.87
116389,all,42.25_70.66
152331,all,41.06_17.34
42355,all,45.86_10.92
138606,all,36.85_71.65
150126,all,11.1_41.54
18958,all,41.71_94.42
88120,all,44.38_84.26
54388,all,42.3_89.13
100840,all,42.5_94.11
24198,all,20.17_30.79
9551,all,45.04_10.87
34108,all,20.61_31.76
30378,all,43.5_10.71
15191,all,22.52_34.73
68440,all,47.22_17.89
64948,all,41.69_93.48
16241,all,44.22_10.26
9611,all,44.63_15.95
24378,all,45.55_89.86
46708,all,47.67_16.71
22338,all,44.03_10.36
145968,all,41.82_15.63
163088,all,43.36_17.34
14291,all,45.05_82.53
46948,all,40.01_90.88
17358,all,33.54_80.99
57268,all,46.19_11.18
14321,all,22.72_31.26
65560,all,20.05_34.03
110680,all,20.15_30.29
59548,all,43.08_10.38
45268,all,45.24_81.64
70120,all,22.08_33.66
31938,all,11.85_41.61
30918,all,47.32_83.38
82840,all,21.82_32.0
70600,all,46.29_10.85
14471,all,46.42_94.39
11921,all,15.32_43.99
33388,all,41.21_11.08
55948,all,42.35_15.76
10931,all,43.41_10.66
22938,all,43.71_95.34
24018,all,45.86_87.27
10991,all,21.43_34.55
35788,all,42.28_17.01
112600,all,44.23_80.89
144273,all,41.26_81.55
162833,all,46.04_10.86
147153,all,42.68_80.76
135153,all,42.31_92.8
80665,all,41.03_74.18
113465,all,37.47_75.29
81145,all,47.64_11.03
109945,all,33.69_82.42
105865,all,40.86_11.21
82025,all,37.48_71.0
82105,all,45.68_16.41
142418,all,44.72_15.4
108265,all,41.01_80.56
96025,all,42.55_86.29
164403,all,40.05_84.97
150003,all,46.33_88.68
150483,all,39.54_76.69
42093,all,44.24_10.31
104890,all,47.99_89.14
40173,all,44.15_17.24
121450,all,38.94_70.0
117850,all,11.91_40.99
130330,all,47.53_88.06
40693,all,40.92_84.05
77290,all,41.36_10.11
46933,all,45.23_88.34
42853,all,46.77_10.7
57493,all,46.26_82.15
39133,all,46.51_11.87
33133,all,46.77_91.87
49573,all,21.22_32.12
70490,all,15.87_8.67
166068,all,47.72_10.06
70810,all,47.8_11.17
158388,all,42.14_10.52
60133,all,47.35_11.97
148053,all,44.05_83.55
150453,all,47.01_11.24
121195,all,43.86_11.45
113035,all,42.5_82.03
113275,all,21.07_31.4
161238,all,40.68_10.49
93115,all,43.88_11.61
68795,all,46.85_10.44
154038,all,16.91_47.08
69115,all,33.62_84.88
155478,all,33.94_87.15
102955,all,43.29_11.6
140438,all,37.25_79.6
103675,all,44.7_17.2
71275,all,30.46_86.55
67435,all,46.81_11.56
108475,all,40.14_91.86
149943,all,16.91_9.45
96460,all,32.4_91.39
24183,all,45.2_88.27
40198,all,42.75_84.13
38158,all,21.51_35.8
18063,all,40.92_81.59
34078,all,46.61_93.87
52678,all,38.55_76.5
40438,all,11.14_42.87
38638,all,45.31_10.99
97900,all,17.08_8.53
38758,all,40.59_89.3
130780,all,42.03_11.32
31683,all,46.83_17.45
55318,all,46.51_80.2
131448,all,44.07_10.8
61558,all,44.72_10.55
41158,all,41.9_17.55
17523,all,46.47_94.23
63718,all,31.82_82.07
66220,all,47.01_10.63
157848,all,42.06_84.46
103580,all,44.77_11.4
39718,all,45.69_89.9
100060,all,46.29_11.24
43918,all,46.04_11.12
60358,all,42.49_86.22
112540,all,34.6_80.86
140793,all,45.05_94.28
135033,all,42.15_11.98
155418,all,44.63_10.05
78365,all,47.83_94.48
107245,all,21.77_31.5
91405,all,46.68_11.78
71005,all,34.92_90.9
83405,all,42.4_94.38
166938,all,47.78_10.2
79645,all,42.87_81.47
120685,all,40.82_16.22
135963,all,44.72_81.24
154203,all,44.0_95.77
146043,all,36.42_79.86
142683,all,43.9_10.62
143003,all,30.7_85.2
159483,all,46.75_10.61
168348,all,42.05_91.5
62623,all,42.67_93.4
136668,all,43.29_93.1
36223,all,46.11_86.69
121630,all,41.57_10.99
109390,all,32.12_87.89
145308,all,44.77_15.59
65023,all,30.98_93.52
61143,all,46.09_11.74
154908,all,31.59_94.31
118750,all,43.37_11.59
55303,all,44.15_17.52
155708,all,42.76_74.25
45223,all,46.72_82.1
148668,all,47.06_11.11
70270,all,47.18_90.83
127870,all,43.49_15.02
103390,all,42.43_16.84
47623,all,43.2_11.03
57943,all,47.44_86.95
39783,all,23.12_32.71
80575,all,44.84_93.65
125935,all,47.41_95.45
126175,all,47.38_10.02
101615,all,43.11_72.58
149598,all,45.47_11.02
103855,all,42.8_10.69
100015,all,45.94_82.74
143583,all,37.49_78.63
164703,all,32.83_81.25
5519,all,45.93_11.75
104800,all,47.05_11.33
22108,all,46.9_11.36
76240,all,41.07_10.44
20088,all,44.45_11.47
64768,all,42.6_93.23
197,all,40.18_10.58
54688,all,43.1_11.14
3435,all,41.13_15.42
77360,all,40.23_10.53
81520,all,45.13_10.17
24528,all,46.33_93.86
63408,all,38.34_72.71
6939,all,38.8_75.99
55608,all,17.04_8.58
5949,all,42.98_17.13
150528,all,44.77_10.66
5219,all,40.75_10.97
99920,all,42.4_81.31
8426,all,40.41_17.71
148193,all,36.16_78.57
161378,all,20.43_33.85
89185,all,44.32_92.72
90545,all,36.18_79.83
103330,all,37.18_75.89
30513,all,40.64_17.99
31713,all,44.68_17.3
28113,all,32.04_85.13
135273,all,45.89_85.1
42883,all,46.98_10.83
60163,all,43.93_93.85
74215,all,32.17_93.56
58372,all,23.77_31.74
8477,all,41.24_11.52
52372,all,43.29_81.39
18030,all,21.96_35.9
152784,all,45.3_11.06
26290,all,46.56_10.15
88888,all,16.88_8.08
19170,all,46.69_15.71
54732,all,44.86_10.82
14207,all,45.04_93.8
130168,all,47.88_11.96
15257,all,46.98_11.48
42652,all,43.24_92.93
130408,all,15.19_9.37
122488,all,45.14_94.47
9707,all,42.64_91.05
73768,all,47.67_84.29
8207,all,39.81_79.71
21570,all,44.56_83.4
63652,all,47.2_88.27
51412,all,46.15_85.3
28810,all,45.5_10.37
8267,all,43.5_83.5
9827,all,41.17_10.08
17610,all,41.49_94.76
33172,all,41.59_10.55
49612,all,20.55_33.81
39412,all,44.04_87.89
123928,all,40.1_10.53
49732,all,47.98_80.37
120088,all,40.5_16.9
11447,all,11.59_43.87
116248,all,10.36_45.21
11987,all,40.92_85.85
56212,all,41.64_74.43
13037,all,44.68_11.23
137649,all,45.53_11.99
132849,all,22.7_34.65
165969,all,41.6_11.84
121033,all,40.46_80.94
92873,all,45.17_85.17
65593,all,21.13_30.67
86153,all,31.59_80.11
86953,all,45.88_89.32
150834,all,42.06_10.69
147699,all,43.17_70.58
131379,all,47.53_11.25
156659,all,17.27_8.17
48277,all,30.64_85.06
38197,all,46.47_82.77
54717,all,40.78_10.11
56797,all,43.48_10.95
126058,all,10.17_46.88
38797,all,41.61_85.41
114538,all,21.06_34.08
65517,all,42.41_11.81
65578,all,15.68_8.03
127018,all,47.17_11.15
86218,all,20.33_32.56
119098,all,40.48_91.68
33037,all,43.6_85.24
47557,all,20.03_38.58
149364,all,41.63_11.64
107578,all,36.29_77.27
79018,all,42.17_90.22
57997,all,47.3_94.19
55957,all,41.6_81.46
64477,all,41.21_87.58
152949,all,45.51_11.0
145269,all,22.69_31.63
147669,all,45.15_10.63
167349,all,46.73_17.01
96283,all,43.62_11.57
125563,all,40.51_80.71
84763,all,11.05_47.71
84923,all,20.82_31.51
106363,all,36.99_78.02
139254,all,41.71_88.01
119563,all,44.52_11.46
83563,all,43.66_16.11
142614,all,47.34_10.49
152439,all,44.04_84.06
146679,all,21.2_33.99
148119,all,34.32_86.32
139959,all,46.0_16.83
26115,all,45.44_10.49
92188,all,41.28_88.12
62502,all,45.8_16.93
31275,all,23.3_33.24
58462,all,44.29_11.51
27195,all,41.4_10.49
48262,all,44.03_11.89
33982,all,41.29_83.02
38182,all,22.34_35.17
113308,all,44.32_86.83
84988,all,34.32_85.48
61102,all,45.35_81.14
25455,all,43.09_10.11
162744,all,47.26_10.32
46942,all,47.97_80.49
32715,all,16.45_9.4
18435,all,47.24_10.64
32782,all,41.13_10.25
26655,all,37.77_83.28
51262,all,22.31_30.82
24615,all,38.98_76.33
29775,all,20.64_30.13
123628,all,40.11_11.29
30915,all,45.55_82.44
149304,all,34.39_89.11
70588,all,43.01_74.81
47662,all,40.08_80.57
142104,all,45.11_10.42
25995,all,10.63_46.2
75388,all,47.97_11.67
60382,all,47.45_91.46
148569,all,40.35_83.67
141369,all,42.39_10.79
167289,all,47.01_80.7
143514,all,42.65_87.72
71933,all,43.46_15.43
113293,all,42.62_11.03
109213,all,41.17_89.1
144954,all,44.26_11.05
105613,all,43.29_10.02
122173,all,45.49_82.97
130733,all,43.95_17.37
127693,all,46.79_11.03
115453,all,41.37_83.35
159354,all,42.59_11.29
151739,all,41.98_71.4
162939,all,44.45_84.69
132539,all,20.96_34.66
133659,all,40.97_95.76
116878,all,41.85_11.66
80078,all,40.85_10.78
108958,all,42.23_81.18
34047,all,42.64_11.88
40207,all,34.18_86.01
56647,all,36.15_71.41
137244,all,21.82_31.93
130318,all,41.84_84.01
50887,all,36.28_83.73
81358,all,42.91_11.62
38647,all,30.35_80.92
51007,all,20.6_35.51
102478,all,40.11_80.15
45247,all,21.98_30.57
103198,all,47.64_93.08
78958,all,47.9_17.38
62127,all,21.18_33.05
120238,all,40.45_10.77
81343,all,44.99_11.93
139614,all,34.05_82.31
131934,all,45.96_10.47
91183,all,43.07_11.57
96223,all,47.43_10.21
3654,all,16.57_9.15
32340,all,45.62_10.06
58552,all,22.2_35.06
4044,all,47.08_86.76
104848,all,17.55_8.05
96688,all,41.3_88.19
13112,all,37.66_81.99
48352,all,36.74_83.41
3279,all,42.73_72.84
23160,all,47.77_80.27
3024,all,35.93_81.32
80528,all,20.41_33.33
6572,all,47.23_81.7
535,all,44.2_11.68
2274,all,45.29_90.09
93808,all,42.76_87.13
13282,all,41.94_95.63
30940,all,40.47_10.46
585,all,38.83_81.08
136034,all,40.93_87.31
163074,all,46.81_11.19
94193,all,43.21_18.0
65713,all,41.61_83.3
145284,all,46.54_15.8
164484,all,39.14_75.03
92098,all,41.12_15.44
134469,all,37.89_83.43
43162,all,43.76_11.18
63922,all,43.66_17.56
46147,all,36.91_77.75
63547,all,43.23_88.21
151374,all,40.98_11.42
42004,all,43.65_10.53
17946,all,42.95_87.34
16926,all,22.01_34.41
58444,all,45.46_10.03
13085,all,42.89_92.7
60604,all,45.13_10.51
52564,all,47.22_11.66
20166,all,33.14_89.36
16235,all,43.19_10.58
56764,all,40.92_15.43
9595,all,45.87_15.33
62964,all,23.78_34.78
30486,all,38.15_79.74
24366,all,39.37_79.65
72952,all,43.6_89.82
97672,all,23.25_32.42
73432,all,41.92_17.84
114472,all,46.72_80.8
11255,all,42.23_17.29
36844,all,40.81_11.5
9215,all,41.96_89.37
118792,all,40.69_10.39
148112,all,44.02_10.32
148272,all,23.26_32.52
78472,all,45.6_91.23
10325,all,40.94_92.48
12905,all,46.03_17.01
149712,all,39.52_73.46
31026,all,46.91_10.01
79192,all,17.16_9.22
28026,all,42.55_17.28
25986,all,21.87_34.89
12485,all,42.62_87.56
9425,all,38.16_75.47
28086,all,41.26_94.2
41884,all,44.36_83.5
60364,all,42.61_72.49
19966,all,46.98_82.6
136017,all,44.86_17.92
145137,all,43.75_10.05
129257,all,41.62_16.1
121417,all,41.81_83.79
136722,all,46.34_17.83
68377,all,17.43_8.02
89257,all,16.98_8.59
85177,all,45.62_89.4
154002,all,23.52_30.09
77017,all,11.79_42.2
106057,all,10.85_41.56
110617,all,30.61_82.71
123017,all,16.71_9.59
131442,all,34.17_82.12
86377,all,41.88_10.3
111017,all,45.27_88.81
99577,all,42.61_11.65
120697,all,38.04_81.8
92137,all,45.74_85.06
152787,all,42.73_87.54
158387,all,40.02_17.13
54469,all,46.99_83.0
50389,all,46.2_87.35
113242,all,43.03_11.23
136692,all,47.84_17.77
105562,all,43.25_95.7
105802,all,42.41_82.13
36589,all,40.88_83.56
42829,all,41.88_10.79
102362,all,47.94_91.33
86122,all,47.43_15.12
127162,all,40.06_86.19
32869,all,45.91_11.78
63589,all,43.12_89.69
43429,all,40.9_10.78
70522,all,47.97_11.08
87082,all,45.98_11.66
91402,all,42.65_10.67
60109,all,44.06_89.03
99802,all,40.94_11.02
95722,all,23.11_31.73
39709,all,40.39_17.81
41869,all,40.95_87.51
135477,all,41.19_92.05
71947,all,47.7_11.48
92827,all,45.73_81.99
109387,all,40.86_84.69
72667,all,23.87_30.87
137622,all,47.69_11.96
87067,all,40.34_92.59
120347,all,45.39_11.14
142422,all,44.65_16.36
100267,all,47.94_86.83
146967,all,42.75_80.06
141207,all,42.36_91.83
166167,all,36.78_70.52
29271,all,10.73_42.26
50374,all,44.47_90.53
109532,all,22.91_33.54
31491,all,47.24_85.79
137592,all,42.36_15.88
105932,all,46.2_94.28
114172,all,33.64_86.15
61294,all,43.56_10.11
29631,all,17.65_9.11
85852,all,22.94_35.59
34774,all,44.96_17.27
65494,all,46.46_16.4
47134,all,45.0_10.83
23571,all,40.92_11.78
34894,all,47.6_83.46
29751,all,44.55_85.11
70012,all,43.53_80.41
23671,all,33.34_92.59
35134,all,20.86_35.43
30951,all,10.25_43.31
17731,all,38.23_77.68
79132,all,39.91_83.61
28111,all,46.53_16.97
68077,all,40.62_82.33
121597,all,23.03_35.45
130397,all,47.65_89.7
87277,all,43.4_94.39
120397,all,46.17_11.49
142842,all,45.96_10.72
143867,all,32.17_91.59
62479,all,41.77_11.95
58399,all,41.46_80.47
80062,all,40.32_10.94
92542,all,11.45_42.99
58959,all,42.37_10.48
57079,all,11.28_42.88
48919,all,42.08_11.24
73342,all,45.56_87.19
55159,all,30.78_93.01
147132,all,30.18_82.43
65479,all,46.42_11.69
36879,all,22.36_33.01
106702,all,40.26_92.58
58119,all,36.55_81.73
75742,all,20.95_33.4
85567,all,42.16_10.2
65567,all,46.72_84.47
90367,all,43.98_80.93
131742,all,22.85_35.78
156702,all,41.33_17.41
140862,all,40.06_10.13
127807,all,42.53_11.87
91007,all,42.56_93.22
107567,all,40.18_72.49
142782,all,46.62_85.76
120607,all,46.38_82.28
88432,all,46.53_86.75
121232,all,36.61_79.31
15170,all,46.85_84.91
15200,all,46.19_17.43
9590,all,40.05_10.7
1967,all,39.83_82.19
300,all,17.96_8.62
8230,all,42.21_15.58
5141,all,15.94_8.19
7716,all,47.4_90.3
14920,all,44.25_11.39
14960,all,37.32_79.23
12940,all,47.68_10.58
71152,all,44.09_16.04
28056,all,20.74_32.25
135072,all,44.19_10.19
152772,all,15.39_9.52
89362,all,47.43_10.9
93187,all,40.02_80.55
103267,all,47.47_11.2
120307,all,41.85_11.2
150087,all,40.2_94.79
57274,all,43.15_17.4
28881,all,45.4_83.19
149832,all,43.66_91.13
133962,all,40.14_78.3
124837,all,42.85_10.34
36379,all,47.44_10.08
35299,all,41.07_10.29
94087,all,44.72_11.71
115207,all,40.06_89.03
17946,4,17.16_34.92
16926,4,8.8_13.76
58444,4,18.2_4.0
13085,4,17.16_37.08
60604,4,18.04_4.2
52564,4,18.88_4.68
20166,4,13.24_35.76
16235,4,17.28_4.24
56764,4,16.36_6.16
9595,4,18.36_6.12
62964,4,9.52_13.92
30486,4,15.28_31.88
24366,4,15.76_31.84
72952,4,17.44_35.92
97672,4,9.32_12.96
73432,4,16.76_7.12
114472,4,18.68_32.32
11255,4,16.88_6.92
36844,4,16.32_4.6
9215,4,16.8_35.76
118792,4,16.28_4.16
148112,4,17.6_4.12
148272,4,9.32_13.0
78472,4,18.24_36.48
10325,4,16.36_37.0
12905,4,18.4_6.8
149712,4,15.8_29.4
31026,4,18.76_4.0
79192,4,6.88_3.68
28026,4,17.04_6.92
25986,4,8.76_13.96
12485,4,17.04_35.04
9425,4,15.28_30.2
28086,4,16.52_37.68
41884,4,17.76_33.4
60364,4,17.04_29.0
19966,4,18.8_33.04
136017,4,17.96_7.16
145137,4,17.48_4.0
129257,4,16.64_6.44
121417,4,16.72_33.52
136722,4,18.52_7.12
68377,4,6.96_3.2
89257,4,6.8_3.44
85177,4,18.24_35.76
154002,4,9.4_12.04
77017,4,4.72_16.88
106057,4,4.32_16.64
110617,4,12.24_33.08
123017,4,6.68_3.84
131442,4,13.68_32.84
86377,4,16.76_4.12
111017,4,18.12_35.52
99577,4,17.04_4.64
120697,4,15.2_32.72
92137,4,18.28_34.04
152787,4,17.08_35.0
158387,4,16.0_6.84
54469,4,18.8_33.2
50389,4,18.48_34.92
113242,4,17.2_4.48
136692,4,19.12_7.12
105562,4,17.28_38.28
105802,4,16.96_32.84
36589,4,16.36_33.44
42829,4,16.76_4.32
102362,4,19.16_36.52
86122,4,18.96_6.04
127162,4,16.04_34.48
32869,4,18.36_4.72
63589,4,17.24_35.88
43429,4,16.36_4.32
70522,4,19.2_4.44
87082,4,18.4_4.68
91402,4,17.04_4.28
60109,4,17.64_35.6
99802,4,16.36_4.4
